profile_id,opportunity_id,chat_message,major,city,skills,interest,program_type,work_mode,company_name,program_name,opportunity_role_cluster,opportunity_required_skills,opportunity_preferred_skills,target_score,predicted_score,absolute_error
qual-ielts-intern,134,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,TrendAI (Trend Micro),CyberGATE Internship Program,Cybersecurity,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,58.5,56.576767538174096,1.9232324618259042
ds-scientist-jeddah,44,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,PIF | Graduate Development Program,Graduate Development Program (GDP),Data Analytics,,,47.17,45.24842550240915,1.9215744975908535
ds-scientist-jeddah,112,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Emdad By Elm,Network Cooperative Training (Network Intern),Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,53.0,54.9181002757384,1.9181002757383965
remote-only-de,31,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Ministry of Industry and Mineral Resources (MIM) – Cooperative Training Initiative,Cooperative Training Initiative,General Computing,,,25.0,23.08256040067259,1.917439599327409
no-interview-ft,25,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,Elm,Elm Co-op Training Program (March 2026 Intake),General Computing,,,39.5,37.58603178234861,1.9139682176513872
remote-only-de,62,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,General Authority for Statistics (GASTAT),Cooperative Training Program,Data Analytics,,,44.5,46.41102480383673,1.9110248038367317
ds-scientist-jeddah,16,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,McKinsey & Company (Maqdira),Maqdira Fellowship Program,General Computing,,,43.0,44.907578988112085,1.9075789881120855
ds-scientist-jeddah,96,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,flynas,COOP Trainee / Internship Program,General Computing,,,43.0,44.907578988112085,1.9075789881120855
ds-scientist-jeddah,115,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Salla,برنامج التدريب التعاوني (Coop Training) – Salla,General Computing,,,43.0,44.907578988112085,1.9075789881120855
ds-gpa-ielts,147,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,nybl,nybl Graduate Programme – Saudi Nationals (AI Bootcamp),Machine Learning,python; machine learning; data analysis; sql; etl,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi,44.67,46.57690153564756,1.906901535647556
remote-only-de,63,Data engineering student seeking fully remote training anywhere in Saudi Arabia.,DE,Remote,python; sql,,Training,Remote,Saudi Center for Opinion Polling (SCOP),Cooperative Training Program,Data Analytics,,,44.5,46.38789496663311,1.8878949666331124
de-cloud-dammam,16,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,McKinsey & Company (Maqdira),Maqdira Fellowship Program,General Computing,,,38.0,39.87409364099336,1.8740936409933582
de-cloud-dammam,115,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Salla,برنامج التدريب التعاوني (Coop Training) – Salla,General Computing,,,38.0,39.87409364099336,1.8740936409933582
de-cloud-dammam,96,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,flynas,COOP Trainee / Internship Program,General Computing,,,38.0,39.87409364099336,1.8740936409933582
ds-gpa-ielts,43,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,National Cybersecurity Authority (NCA) – Academy,Cybersecurity training programs (academy),Cybersecurity,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,45.0,46.87336233871227,1.873362338712269
qual-ielts-intern,104,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,Zain KSA,Zain Pioneers Program,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,48.5,46.64301176443093,1.8569882355690694
no-interview-ft,49,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,SAP | Student Internship (Riyadh),Student Internship - Riyadh,General Computing,,,49.5,47.6510992274617,1.8489007725383004
ds-remote-coop,29,DS student seeking remote COOP in machine learning and data analysis.,DS,,python; pandas; scikit-learn,,COOP,Remote,Human Resources Development Fund (HRDF) – Cooperative Training Product,Cooperative Training (HRDF product),General Computing,,,20.5,18.657989590380108,1.842010409619892
cs-iau-backend,109,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,Elm Company (شركة علم),Coop Training - Computer Science (Jan/Mar/Jun/Aug 2025 Intake),General Computing,,,57.0,55.16201392129067,1.8379860787093278
cs-iau-backend,9,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,PwC Middle East,"Deals, COOP and Summer Internship Programme (2026)",General Computing,,,57.0,55.16201392129067,1.8379860787093278
no-interview-ft,59,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,Misk Foundation,Misk Traineeship / Internship Program,General Computing,,,42.5,40.67001631495721,1.8299836850427909
qual-ielts-intern,74,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,Saudi Awwal Bank (SAB),COOP Program,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis,48.67,50.497516524076985,1.8275165240769837
cs-iau-backend,122,CS student at IAU with Python and SQL seeking backend developer internship in Riyadh or Dammam.,CS,Riyadh,python; sql,,Internship,Hybrid,moneymoon,Tech & AI Co-op Program 2025,SOC Operations,linux; networking; cybersecurity fundamentals; security fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,74.0,72.18960829182255,1.8103917081774483
no-interview-ft,123,Fintech student seeking internship with no interview required in Riyadh.,FT,Riyadh,sql,,Internship,,EjadTech - إيجاد التقنية,"Summer Internship Program 2025 (Computer, Data, and AI Majors)",Software Engineering,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing; statistics; pandas; visualization,65.0,66.80249153579,1.802491535789997
ds-gpa-ielts,68,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,Banque Saudi Fransi (BSF),COOP Training,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,43.33,45.121972894597526,1.791972894597528
ds-scientist-jeddah,144,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Mirai (Scopely) | مِراي,AI Engineering Intern (GenAI),Machine Learning,python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing,51.83,53.61836575387852,1.788365753878523
qual-ielts-intern,172,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,شركة الخدمات المدارة | Managed Services Company,Intern Cybersecurity Engineer,Cybersecurity,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring,55.0,53.2118189050592,1.7881810949408035
ds-gpa-ielts,85,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,TAWAL,COOP Training Program,Software Engineering,networking; linux; security fundamentals; cybersecurity fundamentals; python; apis; sql; git; javascript; html; css; react,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; docker; testing; cloud; rest apis; typescript; ui testing,52.5,50.71888341744341,1.7811165825565922
qual-ielts-intern,124,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,InnovationTeam,Java Microservices Internship Programme (Saudi Nationals),Software Engineering,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git; javascript; html; css; react,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis; typescript; ui testing,61.67,63.44974029594981,1.7797402959498072
ds-scientist-jeddah,138,Data science student at KAU in Jeddah looking for data scientist COOP with statistics and Python.,DS,Jeddah,python; sql; numpy,Data Science,COOP,Hybrid,Nokia,Graduate Trainee (Saudi Arabia) – Fledgers Program,Data Analytics,networking; linux; security fundamentals; cybersecurity fundamentals; python; machine learning; data analysis; sql; etl,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi,51.83,53.608287664605406,1.7782876646054078
de-cloud-dammam,76,Data engineer student in Dammam targeting cloud and big data training with AWS.,DE,Dammam,python; sql,,Training,Hybrid,Tabby,Intern DevOps Engineer,DevOps,python; apis; sql; git; linux; docker,testing; cloud; rest apis; kubernetes; ci/cd; aws; azure; terraform,59.5,57.74167683661343,1.7583231633865708
ds-gpa-ielts,27,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,"Saudi Standards, Metrology and Quality Organization (SASO)",Cooperative Training (Collaborative Training),Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,44.5,42.752952416051535,1.747047583948465
ds-gpa-ielts,129,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,WalaPlus,Coop & Tamheer Opportunities,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,44.5,42.752952416051535,1.747047583948465
ds-gpa-ielts,132,Data science student with GPA 4.5 and IELTS looking for internship in Riyadh.,DS,Riyadh,sql; python,,Internship,On-site,Signify,KSA Coop Internship Program,Network Engineering,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment,44.5,42.752952416051535,1.747047583948465
qual-ielts-intern,67,Business-oriented CIS student with IELTS 6.5 seeking internship in Jeddah.,CIS,Jeddah,excel; sql,,Internship,On-site,General Entertainment Authority (GEA),GEA Cooperative Training Program,General Computing,,,44.0,42.26267149684099,1.7373285031590129
